name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"New York City,USA",2024-03-21T13:00:00,4.9,1.4,-12.9,26.21,0,0,,0,0,42.4,16.9,261,1020.3,1.7,16,856,3.1,9,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-21T14:00:00,6.1,3.4,-12.3,25.48,0,0,,0,0,64.4,13.1,250,1020,28.7,16,849,3.1,8,10,Partially cloudy,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-21T15:00:00,6.1,4,-12.9,24.21,0,0,,0,0,50.2,9.9,283,1019.8,1.7,16,694,2.5,7,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-21T16:00:00,5.5,0.7,-13.6,23.81,0,0,,0,0,50.2,29.4,288,1019.1,7.2,16,545,2,5,10,Clear,clear-day,"72505394728,KLGA,F1417,KNYC,72503014732"
"New York City,USA",2024-03-21T17:00:00,5,1.2,-14.9,22.25,0,0,,0,0,44.6,18.8,315,1019.4,4,16,353,1.3,4,10,Clear,clear-day,"72505394728,F1417,KNYC,72503014732"
"New York City,USA",2024-03-21T18:00:00,4.9,-0.2,-14.1,23.91,0,0,,0,0,38.9,31.7,310,1020.2,4,16,125,0.5,1,10,Clear,clear-day,"72505394728,F1417,KNYC,72503014732"
"New York City,USA",2024-03-21T19:00:00,6,4.3,-8.6,34.11,0,0,,0,0,39.8,8.3,298,1021.9,0.4,16,7,0,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-21T20:00:00,4.3,2.3,-9.6,35.6,0,0,,0,0,41.5,8,323,1023,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-21T21:00:00,3.3,3.3,-11.3,33.49,0,0,,0,0,31.3,0.9,358,1024.2,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-21T22:00:00,3.3,1.8,-10.1,36.68,0,0,,0,0,31.3,5.8,330,1025.1,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-21T23:00:00,2.1,-0.2,-10.1,39.89,0,0,,0,0,33.6,7.8,330,1025.9,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T00:00:00,1.1,1.1,-10.7,40.79,0,0,,0,0,35.9,1.4,353,1026.8,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T01:00:00,0.6,-1.9,-11.2,40.8,0,0,,0,0,42.5,7.9,330,1027.3,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T02:00:00,0,-3.2,-11.2,42.75,0,0,,0,0,37.1,9.6,310,1027.8,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T03:00:00,0,0,-10.8,44.3,0,0,,0,0,27.7,1,353,1028.2,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T04:00:00,-0.7,-4,-10.1,48.71,0,0,,0,0,38.9,9.6,282,1028.2,0,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T05:00:00,-0.7,-4.1,-10.1,48.82,0,0,,0,0,16.6,9.8,282,1028.5,0,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T06:00:00,-1.2,-3.4,-10.2,50.49,0,0,,0,0,16.6,6,308,1029.2,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T07:00:00,-1.2,-3.9,-9,55.11,0,0,,0,0,14.8,7.4,341,1029.5,0,16,11,0,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T08:00:00,-0.7,-3.4,-8.5,55.42,0,0,,0,0,14.8,7.6,291,1030.4,0.4,16,104,0.4,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T09:00:00,0,-4,-10.2,46.48,0,0,,0,0,14.8,12.5,253,1031.1,0.4,16,388,1.4,4,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T10:00:00,1.6,-1.1,-10.1,41.32,0,0,,0,0,13,9,0,1031,0,16,571,2.1,6,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T11:00:00,3.3,1.3,-10.1,36.77,0,0,,0,0,13,7.5,50,1030.2,0.4,16,798,2.9,8,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T12:00:00,3.3,1.4,-10.1,36.58,0,0,,0,0,13,7.3,251,1029.5,99.6,14.1,805,2.9,8,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T13:00:00,5,2.6,-10.7,31.01,0,0,,0,0,13,10.6,0,1029.1,1.5,16,800,2.9,8,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T14:00:00,5.7,2.9,-9.5,32.67,0,0,,0,0,31.7,13.1,209,1028.3,1.5,16,789,2.8,8,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T15:00:00,6.2,4.6,-9.6,31.31,0,0,,0,0,14.8,7.6,120,1027.6,90.3,16,247,0.9,2,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T16:00:00,4.4,1,-8,40.35,0,0,,0,0,16.6,14.8,178,1027.1,99.6,16,79,0.3,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T17:00:00,3.9,0.4,-6.3,47.53,0,0,,0,0,25.9,14.5,180,1026.8,99.9,16,67,0.2,1,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T18:00:00,3.8,0.7,-4.5,54.42,0,0,,0,0,53.6,13,151,1027,100,16,12,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T19:00:00,3.9,1.1,-3,61,0,0,,0,0,25.9,11,170,1026.6,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T20:00:00,4.4,1.3,-1.8,64.34,0,0,,0,0,25.9,12.9,178,1025.7,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T21:00:00,5,2.8,-1.8,61.67,0,0,,0,0,25.9,9.4,170,1025.8,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T22:00:00,5,2.1,-0.8,66.16,0,0,,0,0,25.9,13,130,1025.5,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-22T23:00:00,5,2.8,-0.8,66.3,0,0,,0,0,27.7,9.4,140,1025.3,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-23T00:00:00,5,2.8,-0.1,69.44,0,0,,0,0,27.7,9.5,113,1024.2,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2024-03-23T01:00:00,5,1.9,-0.1,69.54,0,0,,0,0,27.7,14.4,110,1023.2,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-23T02:00:00,4.3,1.1,0.6,76.39,0,0,,0,0,27.7,14.4,51,1022,100,12.9,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-23T03:00:00,3.8,-0.1,1.7,85.78,0.019,100,rain,0,0,25.9,17.8,40,1020.5,100,15.7,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-23T04:00:00,4.9,1.3,2.8,85.95,0.005,100,rain,0,0,25.9,17.9,41,1019.2,100,15.8,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-23T05:00:00,5,1,3.3,88.86,0.063,100,rain,0,0,27.7,20.1,32,1017.9,100,13.6,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-23T06:00:00,5,1.3,3.8,92.03,0.139,100,rain,0,0,25.9,18,40,1016.7,100,15.5,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-23T07:00:00,5.6,1.9,3.8,88.27,0.214,100,rain,0,0,27.7,19.9,50,1016,100,10.6,0,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-23T08:00:00,5.7,1.7,4.3,91.15,0.282,100,rain,0,0,40.7,21.7,43,1015.1,100,9.7,5,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-23T09:00:00,6.7,3.4,5.6,92.93,0.203,100,rain,0,0,33.5,17.7,50,1014.5,100,5.9,18,0.1,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-23T10:00:00,6.7,3.3,6.1,96.08,0.345,100,rain,0,0,38.9,19.6,49,1013.5,100,4.8,26,0.1,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2024-03-23T11:00:00,8.3,5.7,7.2,92.4,0.256,100,rain,0,0,44.3,16.3,50,1012.4,100,4.8,40,0.1,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2024-03-23T12:00:00,9.3,7.9,8.3,93.21,0.294,100,rain,0,0,48.2,9.5,21,1010.9,100,7.6,63,0.2,1,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-23T13:00:00,10,7.3,9.3,95.39,0.372,100,rain,0,0,50,19.9,40,1008.7,100,2.9,28,0.1,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2024-03-23T14:00:00,11,11,9.9,92.55,0.6,100,rain,0,0,35.2,27.1,21,1005.3,100,2.9,9,0,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-23T15:00:00,10.5,10.5,9.2,91.55,1.121,100,rain,0,0,42.1,34.2,30,1001.1,100,1.9,23,0.1,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2024-03-23T16:00:00,8.3,5.7,7.1,92.21,0.426,100,rain,0,0,39.9,16.4,358,1001.8,100,4.8,26,0.1,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2024-03-23T17:00:00,6.7,4.6,5.6,92.58,0.388,100,rain,0,0,44,10.3,333,1002.4,100,4.9,74,0.3,1,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-23T18:00:00,7.2,4.7,6.1,92.64,0.013,100,rain,0,0,52.3,13.7,200,1002.7,100,16,39,0.1,0,10,"Rain, Overcast",rain,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2024-03-23T19:00:00,6.7,4,5.5,92.15,0,0,,0,0,47.4,13.7,199,1005,100,16,17,0.1,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-23T20:00:00,5.7,3.5,3.7,87.57,0,0,,0,0,61.2,9.6,333,1006.9,99.8,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2024-03-23T21:00:00,5,3.7,2.1,81.33,0,0,,0,0,47.1,6.2,318,1008.6,99.6,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-23T22:00:00,4.4,4.4,-0.7,69.64,0,0,,0,0,50.7,1.4,354,1010.4,99.6,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-23T23:00:00,3.8,1.6,-1.7,66.99,0,0,,0,0,54.2,8.8,305,1011.4,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T00:00:00,2.8,-0.3,-2.9,65.88,0,0,,0,0,57.5,11.9,298,1012.6,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T01:00:00,2.2,-0.6,-4.5,61.52,0,0,,0,0,48.3,9.6,137,1013.4,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T02:00:00,1.7,-1.2,-6.2,55.88,0,0,,0,0,44.6,9.6,330,1014.8,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T03:00:00,1.7,0,-6.7,53.66,0,0,,0,0,50,5.9,330,1016,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T04:00:00,1.1,1.1,-8.3,49.35,0,0,,0,0,50,0.4,359,1017.4,0,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T05:00:00,1.1,-0.6,-7.2,53.82,0,0,,0,0,46.4,5.6,10,1018.8,0,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T06:00:00,0.6,-1.3,-7.9,52.92,0,0,,0,0,46.4,5.8,20,1020.2,0,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T07:00:00,0.6,-1.9,-6.4,59.63,0,0,,0,0,35.3,7.5,4,1022.1,0.8,16,7,0,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T08:00:00,0.6,-1.3,-7.4,55.04,0,0,,0,0,37.1,6.1,3,1023.4,0.8,16,67,0.2,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T09:00:00,2.1,-1.7,-6.9,51.36,0,0,,0,0,46.4,14.7,59,1024.4,0.8,16,399,1.4,4,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T10:00:00,3.7,0.2,-6.9,45.96,0,0,,0,0,59,15,85,1025.5,0.8,16,603,2.2,6,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T11:00:00,4.3,0.9,-7.9,40.77,0,0,,0,0,26.7,15.1,57,1026.3,0.8,16,747,2.7,7,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T12:00:00,5.6,2,-7.9,37.12,0,0,,0,0,38.7,18.4,39,1026.5,0.8,16,830,3,8,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T13:00:00,6.1,2.5,-7.9,35.77,0,0,,0,0,40.7,20.3,49,1026.1,0.4,16,849,3.1,8,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T14:00:00,7.8,6.9,-8.9,29.5,0,0,,0,0,31.7,6.2,355,1026.3,0.4,16,807,2.9,8,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T15:00:00,8.8,6.6,-8.4,28.69,0,0,,0,0,37.6,13.4,76,1025.6,0.4,16,717,2.6,7,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T16:00:00,9.3,7.3,-7.3,30.31,0,0,,0,0,33.5,13.1,104,1025.7,0.4,16,559,2,6,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T17:00:00,9.3,7,-6.9,31.35,0,0,,0,0,27.8,15.2,29,1025.6,0.4,16,359,1.3,4,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T18:00:00,9.8,8.8,-6.9,30.11,0,0,,0,0,26.6,8.1,12,1026,0.4,16,142,0.5,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T19:00:00,8.2,5,-7,33.35,0,0,,0,0,32.1,22,49,1026.8,0.4,16,9,0,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T20:00:00,6.7,3.4,-8.5,33.1,0,0,,0,0,29.5,18.1,49,1027.9,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T21:00:00,6.1,2.9,-7.3,37.71,0,0,,0,0,27.7,16.6,40,1029,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T22:00:00,4.9,1,-7.9,38.81,0,0,,0,0,29.5,20.1,40,1029.6,0,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-24T23:00:00,4.3,0,-5.8,47.95,0,0,,0,0,31.7,21.8,40,1030.1,0,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T00:00:00,3.8,0.3,-4,56.58,0,0,,0,0,27.7,14.9,30,1030,0,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T01:00:00,3.8,0.1,-4.5,54.88,0,0,,0,0,27.7,16.3,30,1030.2,0,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T02:00:00,3.8,-0.6,-5.7,49.95,0,0,,0,0,33.5,21.6,40,1030.3,0,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T03:00:00,3.3,0.1,-5.7,51.63,0,0,,0,0,29.5,12.9,31,1030.6,0,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T04:00:00,3.3,-0.3,-5.1,54.34,0,0,,0,0,29.5,14.6,30,1030.8,0,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T05:00:00,2.8,-1.2,-5.1,56.26,0,0,,0,0,29.5,16.4,30,1031.1,0,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T06:00:00,2.8,-1.9,-5.1,56.13,0,0,,0,0,37.1,21.7,40,1031.3,0.3,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T07:00:00,2.8,-1.4,-4.1,60.72,0,0,,0,0,31.3,18,30,1031.1,0.8,16,5,0,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T08:00:00,2.8,-1.7,-4.5,58.65,0,0,,0,0,31.8,20.1,50,1031.7,0.8,14.1,77,0.3,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T09:00:00,3.8,-1.6,-4.5,54.71,0,0,,0,0,39.3,31.1,31,1031.7,0.8,16,413,1.5,4,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T10:00:00,5,0.2,-4,52.28,0,0,,0,0,45,28.9,32,1031.7,0.3,16,566,2,6,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T11:00:00,6.6,2.6,-4,46.72,0,0,,0,0,42,24.9,41,1032,0.8,14.1,737,2.7,7,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T12:00:00,7.2,3.2,-4,44.88,0,0,,0,0,37.4,26,30,1031.8,0.8,13.2,828,3,8,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T13:00:00,8.3,4.6,-4,41.44,0,0,,0,0,42,27.2,62,1031.8,0.8,16,847,3,8,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T14:00:00,9.3,6.7,-5.1,35.74,0,0,,0,0,31.7,18.3,43,1030.9,0.8,16,804,2.9,8,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T15:00:00,10.6,10.6,-4.5,34.4,0,0,,0,0,38.9,16.3,71,1030.1,0.4,16,707,2.5,7,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T16:00:00,11.1,11.1,-4,34.51,0,0,,0,0,31.7,14.5,58,1029.4,0.4,16,636,2.3,6,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T17:00:00,11.6,11.6,-3.5,34.66,0,0,,0,0,31.3,12.9,51,1029.1,0.4,16,360,1.3,4,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T18:00:00,11.6,11.6,-1.9,38.98,0,0,,0,0,72,14.8,61,1028.4,0.4,16,142,0.5,1,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T19:00:00,10,7.8,-0.9,46.84,0,0,,0,0,31.3,16,60,1028.1,0.4,16,9,0,0,10,Clear,clear-day,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T20:00:00,8.8,6.6,-2.2,45.71,0,0,,0,0,27.7,14.5,50,1027.9,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T21:00:00,8.3,5.9,-2.9,45.15,0,0,,0,0,33.5,14.9,41,1027.9,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T22:00:00,7.8,4.9,-4.4,41.71,0,0,,0,0,37.1,17.8,50,1028.2,0.4,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-25T23:00:00,7.2,4.5,-2.3,51.1,0,0,,0,0,31.7,14.7,40,1028,0,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-26T00:00:00,6.7,2.8,-6.7,37.79,0,0,,0,0,37.1,23.9,50,1027,0,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-26T01:00:00,6.1,2.1,-5.8,42.02,0,0,,0,0,34.1,23.8,41,1025.9,0,16,0,0,0,10,Clear,clear-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-26T02:00:00,5,1,-4.6,50.05,0,0,,0,0,29.5,20.5,41,1025.8,88.1,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-26T03:00:00,4.9,2,-4.1,52.11,0,0,,0,0,31.3,13,48,1026.4,93.7,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-26T04:00:00,4.9,1.5,-3.5,54.27,0,0,,0,0,29.5,16.3,28,1025.3,99.6,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-26T05:00:00,4.9,2.1,-3.5,54.61,0,0,,0,0,29.5,12.8,39,1024.9,100,16,0,0,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
"New York City,USA",2024-03-26T06:00:00,4.3,0,-2.3,62.2,0,0,,0,0,33.4,22,31,1024,89.4,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC"
"New York City,USA",2024-03-26T07:00:00,5,1.5,-0.8,66.23,0,0,,0,0,25.9,16.3,40,1024.3,99.6,16,18,0.1,0,10,Overcast,cloudy,"72505394728,72055399999,KLGA,KJRB,F1417,KNYC,72503014732"
